EntryNum1,FirstAuthLastName2,Year3,NumCites4,DatePulled5,Dbsource6,FullCite7,ScaleTitle8,CronAlpha9,NumItems10,Intermixed11,FirstValidation12,ItemTexts13,ScalePoints14,Instructions15,Notes16,jif17,Category18,EgoStatements19,,
131,Rochlen,2004,148,1/18/2021,Google Scholar,"Aaron B. Rochlen, S. Natasha Beretvas & Jason S. Zack (2004) The Onlineand Face-to-Face Counseling Attitudes Scales: A Validation Study, Measurement and Evaluation in Counseling and Development, 37:2, 95-111, DOI: 10.1080/07481756.2004.11909753",Discomfort With Online Counseling,0.83,5,FALSE,TRUE,"If I were having a personal problem, seeking help with an online counselor would be the last option I would consider.; I would feel uneasy discussing emotional problems with an online counselor.; I would dread explaining my problems to an online counselor.; I think it would take a major effort for me to schedule an appointment with an online counselor.; I would be afraid to discuss stressful events with an online counselor.",6,"The next two questionnaires ask about your attitudes toward seeking counseling through either of two methods: (a ) online counseling (where you would interact with a counselor using the Internet) or (b ) face-to-face counseling (where you would go to a counselor's office in person). With most online counseling services, clients can choose among several options. For the purpose of this study, consider having your choice of corresponding with a counselor through a-mails or through an online ""real time"" text chat arrangement. A client using e-mail counseling services would typically submit questions or comments to a counselor and would receive a response within a short period of time (typically 1-2 days). With online ""real time"" chat, you would have a set time each week when you would meet in a private and secure ""chat room"" to discuss concerns. Please read the questions carefully because the sets of questions are simi-lar. However, the first 10 pertain to online counseling and the last 10 pertain to face-to-face counseling. There are no ""wrong"" answers, and the only right ones are the ones you honestly feel or belief. Read each item carefully and indicate your agreement using the following scale: 1 = strongly disagree to 6 = strongly agree. To score the two subscales for both the OCAS and the FCAS, sum the items from each of the two scales. High scores on Value indicate an overall high degree of value toward either online or face-to-face counseling. High scores on Discomfort reflect a high degree of discomfort associated with the use of the two respective modalities (online and face-to-face).",,1.37,Psychology,TRUE,,
132,Rochlen,2004,148,1/18/2021,Google Scholar,"Aaron B. Rochlen, S. Natasha Beretvas & Jason S. Zack (2004) The Onlineand Face-to-Face Counseling Attitudes Scales: A Validation Study, Measurement and Evaluation in Counseling and Development, 37:2, 95-111, DOI: 10.1080/07481756.2004.11909753",Value to Face to Face Counseling,0.89,5,FALSE,TRUE,"Using face-to-face counseling would help me learn about myself.; If a friend had personal problems, I might encourage him or her to consider face-to-face counseling.; I would confide my personal problems in a face-to-face counseling session.; It could be worthwhile to discuss my personal problems with a face-to-face counselor.; If face-to-face counseling were available at no charge, I would consider trying it.",6,"The next two questionnaires ask about your attitudes toward seeking counseling through either of two methods: (a ) online counseling (where you would interact with a counselor using the Internet) or (b ) face-to-face counseling (where you would go to a counselor's office in person). With most online counseling services, clients can choose among several options. For the purpose of this study, consider having your choice of corresponding with a counselor through a-mails or through an online ""real time"" text chat arrangement. A client using e-mail counseling services would typically submit questions or comments to a counselor and would receive a response within a short period of time (typically 1-2 days). With online ""real time"" chat, you would have a set time each week when you would meet in a private and secure ""chat room"" to discuss concerns. Please read the questions carefully because the sets of questions are simi-lar. However, the first 10 pertain to online counseling and the last 10 pertain to face-to-face counseling. There are no ""wrong"" answers, and the only right ones are the ones you honestly feel or belief. Read each item carefully and indicate your agreement using the following scale: 1 = strongly disagree to 6 = strongly agree. To score the two subscales for both the OCAS and the FCAS, sum the items from each of the two scales. High scores on Value indicate an overall high degree of value toward either online or face-to-face counseling. High scores on Discomfort reflect a high degree of discomfort associated with the use of the two respective modalities (online and face-to-face).",,1.37,Psychology,TRUE,,
133,Rochlen,2004,148,1/18/2021,Google Scholar,"Aaron B. Rochlen, S. Natasha Beretvas & Jason S. Zack (2004) The Onlineand Face-to-Face Counseling Attitudes Scales: A Validation Study, Measurement and Evaluation in Counseling and Development, 37:2, 95-111, DOI: 10.1080/07481756.2004.11909753",Discomfort With Face to Face Counseling,0.69,5,FALSE,TRUE,"If I were having a personal problem, seeking help with a face-to-face counselor would be the last option I would consider.; I would feel uneasy discussing emotional problems with a face-to-face counselor.; I would dread explaining my problems to a face-to-face counselor.; I think it would take a major effort for me to schedule an appointment with a face-to-face counselor.; I would be afraid to discuss stressful events with a face-to-face counselor.",6,"The next two questionnaires ask about your attitudes toward seeking counseling through either of two methods: (a ) online counseling (where you would interact with a counselor using the Internet) or (b ) face-to-face counseling (where you would go to a counselor's office in person). With most online counseling services, clients can choose among several options. For the purpose of this study, consider having your choice of corresponding with a counselor through a-mails or through an online ""real time"" text chat arrangement. A client using e-mail counseling services would typically submit questions or comments to a counselor and would receive a response within a short period of time (typically 1-2 days). With online ""real time"" chat, you would have a set time each week when you would meet in a private and secure ""chat room"" to discuss concerns. Please read the questions carefully because the sets of questions are simi-lar. However, the first 10 pertain to online counseling and the last 10 pertain to face-to-face counseling. There are no ""wrong"" answers, and the only right ones are the ones you honestly feel or belief. Read each item carefully and indicate your agreement using the following scale: 1 = strongly disagree to 6 = strongly agree. To score the two subscales for both the OCAS and the FCAS, sum the items from each of the two scales. High scores on Value indicate an overall high degree of value toward either online or face-to-face counseling. High scores on Discomfort reflect a high degree of discomfort associated with the use of the two respective modalities (online and face-to-face).",,1.37,Psychology,TRUE,,
134,Tan,2004,69,1/18/2021,Google Scholar,"Tan, E. K., Fook-Chong, S., Lum, S. Y., & Lim, E. (2004). Botulinum toxin improves quality of life in hemifacial spasm: validation of a questionnaire (HFS-30). Journal of the neurological sciences, 219(1-2), 151-155.",Mobility,0.87,5,FALSE,TRUE,Had difficulty doing leisure activities; Had difficulty looking after your home; Had difficulty at work; Had difficulty driving; Had difficulty crossing the road,5,,,2.05,Biomedical,FALSE,,
135,Tan,2004,59,1/18/2021,Google Scholar,"Tan, E. K., Fook-Chong, S., Lum, S. Y., & Lim, E. (2004). Botulinum toxin improves quality of life in hemifacial spasm: validation of a questionnaire (HFS-30). Journal of the neurological sciences, 219(1-2), 151-155.",Activities of daily living,0.9,5,FALSE,TRUE,Had difficulty reading; Had difficulty watching television/movie; Had difficulty using computer; Had difficulty writing; Had difficulty doing household chores,5,,,2.05,Biomedical,FALSE,,
136,Tan,2004,59,1/18/2021,Google Scholar,"Tan, E. K., Fook-Chong, S., Lum, S. Y., & Lim, E. (2004). Botulinum toxin improves quality of life in hemifacial spasm: validation of a questionnaire (HFS-30). Journal of the neurological sciences, 219(1-2), 151-155.",Emotional Well-being,0.82,7,FALSE,TRUE,Felt depressed; Felt weepy and tearful; Felt angry or bitter; Felt anxious of going blind; Felt fearful of treatment; Felt worried of getting a stroke; Felt worried of losing your job,5,,,2.05,Biomedical,FALSE,,
137,Tan,2004,59,1/18/2021,Google Scholar,"Tan, E. K., Fook-Chong, S., Lum, S. Y., & Lim, E. (2004). Botulinum toxin improves quality of life in hemifacial spasm: validation of a questionnaire (HFS-30). Journal of the neurological sciences, 219(1-2), 151-155.",Stigma,0.93,4,FALSE,TRUE,Avoided eye contact; Avoided eating and drinking in public; Felt embarrassed about having the condition; Felt worried about other’s reactions to you,5,,,2.05,Biomedical,FALSE,,
138,Tan,2004,59,1/18/2021,Google Scholar,"Tan, E. K., Fook-Chong, S., Lum, S. Y., & Lim, E. (2004). Botulinum toxin improves quality of life in hemifacial spasm: validation of a questionnaire (HFS-30). Journal of the neurological sciences, 219(1-2), 151-155.",Social Support,0.79,3,FALSE,TRUE,Had problems with close relationship; Did not have support from spouse or partner; Did not have support from family and friends,5,,,2.05,Biomedical,FALSE,,
139,Tan,2004,59,1/18/2021,Google Scholar,"Tan, E. K., Fook-Chong, S., Lum, S. Y., & Lim, E. (2004). Botulinum toxin improves quality of life in hemifacial spasm: validation of a questionnaire (HFS-30). Journal of the neurological sciences, 219(1-2), 151-155.",Cognition,0.71,3,FALSE,TRUE,Had problems with concentration; Had problems with headaches; Had problems with giddiness,5,,,2.05,Biomedical,FALSE,,
140,Tan,2004,59,1/18/2021,Google Scholar,"Tan, E. K., Fook-Chong, S., Lum, S. Y., & Lim, E. (2004). Botulinum toxin improves quality of life in hemifacial spasm: validation of a questionnaire (HFS-30). Journal of the neurological sciences, 219(1-2), 151-155.",Communication,0.78,3,FALSE,TRUE,Had difficulty with speech; Felt unable to communicate properly; Felt ignored by people,5,,,2.05,Biomedical,FALSE,,
141,Abetz,2004,104,1/18/2021,Google Scholar,"Abetz, L., Vallow, S. M., Kirsch, J., Allen, R. P., Washburn, T., & Earley, C. J. (2005). Validation of the restless legs syndrome quality of life questionnaire. Value in Health, 8(2), 157-167.",RLSQoL,0.92,10,FALSE,TRUE,"How distressing to you were your restless legs?; How often in the past 4 weeks did your restless legs disrupt your routine evening activities?; How often in the past 4 weeks did restless legs keep you from attending your evening social activities?; In the past 4 weeks how much trouble did you have getting up in the morning due to restless legs?;In the past 4 weeks how often were you late for work or your first appointments of the day due to restless legs?; How often in the past 4 weeks did you have trouble concentrating in the afternoon?; How often in the past 4 weeks did you have trouble concentrating in the evening?; In the past 4 weeks how much was your ability to make good decisions affected by sleep problems?; How often in the past 4 weeks would you have avoided traveling when the trip would have lasted more than two hours?; In the past 4 weeks how much did your restless legs disturb your ability to carry out your daily activities, for example carrying out a satisfactory family, home, social, school or work life?",5,The following are some questions on how your Restless Legs Syndrome might affect your quality of life.Answer each of the items below in relation to your life experience in the past 4 weeks. Please mark only oneanswer for each question.,,4.748,Psychology,FALSE,,
142,DiTommaso,1992,150,1/27/2021,Unknown,"DiTommaso, E., & Spinner, B. (1993). The development and initial validation of the Social and Emotional Loneliness Scale for Adults (SELSA). Personality and Individual Differences, 14(1), 127-134.",SELSA Romantic subscale,0.93,12,TRUE,TRUE,"I am an important part of someone else’s life.; I have a romantic partner with whom I share my most intimate thoughts and feelings.; There is someone who wants to share their life with me.; I have a romantic or marital partner who gives me the support and encouragement I need.; I have an unmet need for a close romantic relationship.; I wish I could tell someone who I am in love with, that I love them. ; I find myself wishing for someone with whom to share my life.; I’m in love with someone who is in love with me.; I wish I had a more satisfying romantic relationship.; I have someone who fulfills my needs for intimacy.; I have someone who fulfills my emotional needs.; I have a romantic partner to whose happiness I contribute.",7,,,2.31,Psychology,TRUE,,
143,DiTommaso,1992,150,1/27/2021,Unknown,"DiTommaso, E., & Spinner, B. (1993). The development and initial validation of the Social and Emotional Loneliness Scale for Adults (SELSA). Personality and Individual Differences, 14(1), 127-134.
",SELSA Family Subscale,0.89,11,TRUE,TRUE,"I feel alone when I’m with my family.; No one in my family really cares about me.; There is no one in my family I can depend upon for support and encouragement, but I wish there were.; I really care about my family.; I really belong in my family.; I wish my family was more concerned about my welfare.; I feel part of my family.; My family really cares about me.; There is no one in my family I feel close to, but I wish there were.; My family is important to me.; I feel close to my family. ",7,,,2.31,Psychology,TRUE,,
144,DiTomasso,1992,150,1/21/2021,Unknown,"DiTommaso, E., & Spinner, B. (1993). The development and initial validation of the Social and Emotional Loneliness Scale for Adults (SELSA). Personality and Individual Differences, 14(1), 127-134.",SELSA Social Subscale,0.91,14,FALSE,TRUE,"What’s important to me doesn’t seem important to the people I know. ; I don’t have a friend(s) who shares my views, but I wish I did.; I feel part of a group of friends.; My friends understand my motives and reasoning.; I feel ‘in tune’ with others.; I have a lot in common with others.; I have friends that I can turn to for information.; I like the people 1 hang out with.; I can depend upon my friends for help.; I have friends to whom I can talk about the pressures in my life.; I don’t have a friend(s) who understands me, but I wish I did.; I do not feel satisfied with the friends that I have.; I have a friend(s) with whom I can share my views.; I’m not part of a group of friends and I wish I were.",7,,,2.31,Psychology,TRUE,,
145,Jugdev,2006,111,05-11-2021,Google Scholar,"Jugdev, K., & Mathur, G. (2006). Project management elements as strategic assets: preliminary findings. Management Research News.",undervalued sharing of knowledge,0.463,3,FALSE,TRUE,Knowledge sharing is limited to within departments and rarely takes place across the organization ; project management knowledge is not shared at my organization because it takes too much time ; knowledge sharing is limited to within project teams at my organization,7,,This was the sixth factor in a factor analysis.,2.77,Business,FALSE,,
146,Dik,2012,420,6/14/2021,Google Scholar,"Dik, B. J., Eldridge, B. M., Steger, M. F., & Duffy, R. D. (2012). Development and validation of the calling and vocation questionnaire (CVQ) and brief calling scale (BCS). Journal of career assessment, 20(3), 242-263.",Brief Calling Scale - Presence,0.79,2,FALSE,TRUE,I have a calling to a particular kind of work.; I have a good understanding of my calling as it applies to my career.,5,"Broadly speaking, a ‘‘calling’’ refers to a person’s belief that she or he is called upon (by the needs of society, by a person’s own inner potential, by God, by a Higher Power, etc.) to do a particular kind of work. The following questions assess the degree to which you see this concept as relevant to your own life and career. Please respond honestly, not according to what is socially desirable or what you feel you ‘‘ought’’ to think. Please indicate the extent to which each of the following statements currently describe you, using the following scale.",,2.3,Work,FALSE,,
147,Dik,2012,420,6/14/2021,Google Scholar,"Dik, B. J., Eldridge, B. M., Steger, M. F., & Duffy, R. D. (2012). Development and validation of the calling and vocation questionnaire (CVQ) and brief calling scale (BCS). Journal of career assessment, 20(3), 242-263.",Brief Calling Scale - Search,0.82,2,FALSE,TRUE,I am trying to figure out my calling in my career.; I am searching for my calling as it applies to my career.,5,"Broadly speaking, a ‘‘calling’’ refers to a person’s belief that she or he is called upon (by the needs of society, by a person’s own inner potential, by God, by a Higher Power, etc.) to do a particular kind of work. The following questions assess the degree to which you see this concept as relevant to your own life and career. Please respond honestly, not according to what is socially desirable or what you feel you ‘‘ought’’ to think. Please indicate the extent to which each of the following statements currently describe you, using the following scale.",,2.3,Work,TRUE,,
148,Kozlov,2017,26,6/14/2021,Google Scholar,"Kozlov, E., Carpenter, B. D., & Rodebaugh, T. L. (2017). Development and validation of the palliative care knowledge scale (PaCKS). Palliative & supportive care, 15(5), 524-534.",Palliatvive Care Knowledge Scale,0.71,13,TRUE,TRUE,"One goal of palliative care is to address any psychological issues brought up by serious illness. ; Stress from serious illness can be addressed by palliative care.; Palliative care can help people manage the side effects of their medical treatments.; When people receive palliative care, they must give up their other doctors.; Palliative care is exclusively for people who are in the last six months of life.; Palliative care is specifically for people with cancer.; People must be in the hospital to receive palliative care.; Palliative care is designed specifically for older adults.; Palliative care is a team-based approach to care.; One goal of palliative care is to help people better understand their treatment options.; Palliative care encourages people to stop treatments aimed at curing their illness.; One goal of palliative care is to improve a person’s ability to participate in daily activities.; Palliative care helps the whole family cope with a serious illness.",2,,,1.968,Biomedical,TRUE,,
149,Petersen,2008,604,6/14/2021,Google Scholar,"Peterson, N. A., Speer, P. W., & McMillan, D. W. (2008). Validation of a brief sense of community scale: Confirmation of the principal theory of sense of community. Journal of community psychology, 36(1), 61-73.",Sense of Community Scale,0.92,8,FALSE,TRUE,I can get what I need in this neighborhood.; This neighborhood helps me fulfill my needs.; I feel like a member of this neighborhood.; I belong in this neighborhood.; I have a say about what goes on in my neighborhood.; People in this neighborhood are good at influencing each another.; I feel connected to this neighborhood.; I have a good bond with others in this neighborhood.,5,,,1.106,Psychology,TRUE,,
150,Norris,2015,92,6/14/2021,Google Scholar,"Norris, J., Carpenter, M. J. G., Eaton, M. J., Guo, J. W., Lassche, M. M., Pett, M. A., & Blumenthal, D. K. (2015). Development and construct validation of the interprofessional attitudes scale. Academic medicine: journal of the Association of American Medical Colleges, 90(10), 1394.","Teamwork, Roles, and Responsibilities ",0.91,9,FALSE,TRUE,Shared learning before graduation will help me become a better team worker.; Shared learning will help me think positively about other professionals.; Learning with other students will help me become a more effective member of a health care team.; Shared learning with other health sciences students will increase my ability to understand clinical problems.; Patients would ultimately benefit if health sciences students worked together to solve patient problems.; Shared learning with other health sciences students will help me communicate better with patients and other professionals.; I would welcome the opportunity to work on small-group projects with other health sciences students.; It is not necessary for health sciences students to learn together.; Shared learning will help me understand my own limitations.,5,,,5.354,Work,TRUE,,
151,Norris,2015,92,6/14/2021,Google Scholar,"Norris, J., Carpenter, M. J. G., Eaton, M. J., Guo, J. W., Lassche, M. M., Pett, M. A., & Blumenthal, D. K. (2015). Development and construct validation of the interprofessional attitudes scale. Academic medicine: journal of the Association of American Medical Colleges, 90(10), 1394.",Patient-Centeredness ,0.9,5,FALSE,TRUE,Establishing trust with my patients is important to me.; It is important for me to communicate compassion to my patients.; Thinking about the patient as a person is important in getting treatment right.; In my profession one needs skills in interacting and co-operating with patients.; It is important for me to understand the patient’s side of the problem.,5,,,5.354,Work,TRUE,,
152,Norris,2015,92,6/14/2021,Google Scholar,"Norris, J., Carpenter, M. J. G., Eaton, M. J., Guo, J. W., Lassche, M. M., Pett, M. A., & Blumenthal, D. K. (2015). Development and construct validation of the interprofessional attitudes scale. Academic medicine: journal of the Association of American Medical Colleges, 90(10), 1394.",Interprofessional Biases ,0.62,3,FALSE,TRUE,Health professionals/students from other disciplines have prejudices or make assumptions about me because of the discipline I am studying.; I have prejudices or make assumptions about health professionals/students from other disciplines.; Prejudices and assumptions about health professionals from other disciplines get in the way of delivery of health care.,5,,,5.354,Work,TRUE,,
153,Norris,2015,92,6/14/2021,Google Scholar,"Norris, J., Carpenter, M. J. G., Eaton, M. J., Guo, J. W., Lassche, M. M., Pett, M. A., & Blumenthal, D. K. (2015). Development and construct validation of the interprofessional attitudes scale. Academic medicine: journal of the Association of American Medical Colleges, 90(10), 1394.",Diversity and Ethics ,0.87,4,FALSE,TRUE,"It is important for health professionals to respect the unique cultures, values, roles/responsibilities, and expertise of other health professions.; It is important for health professionals to understand what it takes to effectively communicate across cultures.; It is important for health professionals to respect the dignity and privacy of patients while maintaining confidentiality in the delivery of team-based care.; It is important for health professionals to provide excellent treatment to patients regardless of their background e.g. race, ethnicity, gender, sexual orientation, religion, class, national origin, immigration status, or ability.",5,,,5.354,Work,FALSE,,
154,Norris,2015,92,6/14/2021,Google Scholar,"Norris, J., Carpenter, M. J. G., Eaton, M. J., Guo, J. W., Lassche, M. M., Pett, M. A., & Blumenthal, D. K. (2015). Development and construct validation of the interprofessional attitudes scale. Academic medicine: journal of the Association of American Medical Colleges, 90(10), 1394.",Community- Centeredness ,0.92,6,FALSE,TRUE,"It is important for health professionals to work with public health administrators and policy makers to improve delivery of health care.; It is important for health professionals to work on projects to promote community and public health.; It is important for health professionals to work with legislators to develop laws, regulations, and policies that improve health care.;  It is important for health professionals to work with non-clinicians to deliver more effective health care.; It is important for health professionals to focus on populations and communities, in addition to individual patients, to deliver effective health care.; It is important for health professionals to be advocates for the health of patients and communities.",5,,,5.354,Work,FALSE,,
155,Myers,2002,56,6/14/2021,Google Scholar,"Myers, M. G., Stein, M. B., & Aarons, G. A. (2002). Cross validation of the Social Anxiety Scale for Adolescents in a high school sample. Journal of anxiety disorders, 16(2), 221-232.",Fear of Negative Evaluation,0.89,6,FALSE,FALSE,I am afraid that others will not like me.; I worry that others don't like me.; I worry about what others say about me. ; I feel that others make fun of me.; I worry about being teased.; I feel that peers talk about me behind my back ,5,,,3.079,Psychology,TRUE,,
156,Myers,2002,56,6/14/2021,Google Scholar,"Myers, M. G., Stein, M. B., & Aarons, G. A. (2002). Cross validation of the Social Anxiety Scale for Adolescents in a high school sample. Journal of anxiety disorders, 16(2), 221-232.",Novel Social Situation Fears,0.86,4,FALSE,FALSE,I get nervous when I meet new people.; I get nervous when I talk to peers I don't know very well.;  I feel shy around people I don't know.; I am quiet when I am with a group of people. ,5,,,3.079,Psychology,TRUE,,
157,Myers,2002,56,6/14/2021,Google Scholar,"Myers, M. G., Stein, M. B., & Aarons, G. A. (2002). Cross validation of the Social Anxiety Scale for Adolescents in a high school sample. Journal of anxiety disorders, 16(2), 221-232.",General Social Situation Fears,0.76,3,FALSE,FALSE,I feel nervous when I am around certain people.; It's hard for me to ask others to do things with me.; I feel shy even with peers I know well. ,5,,,3.079,Psychology,TRUE,,
158,Oei,2008,68,6/14/2021,Google Scholar,"Oei, T. P., & Green, A. L. (2008). The Satisfaction With Therapy and Therapist Scale--Revised (STTS-R) for group psychotherapy: Psychometric properties and confirmatory factor analysis. Professional Psychology: Research and Practice, 39(4), 435.",Satisfaction With Therapy and Therapist Scale,0.9,12,FALSE,FALSE,I am satisfied with the quality of the therapy I received; The therapist listened to what I was trying to get across; My needs were met by the program; The therapist provided an adequate explanation regarding my therapy; I would recommend the program to a friend; The therapist was not negative or critical towards me; I would return to the clinic if I needed help; The therapist was friendly and warm towards me; I am now able to deal more effectively with my problems; I felt free to express myself; I was able to focus on what was of real concern to me; The therapist seemed to understand what I was thinking and feeling ,5,,,1.461,Psychology,TRUE,,
159,Pontes,2015,409,6/15/2021,Google Scholar,"Pontes, H. M., & Griffiths, M. D. (2015). Measuring DSM-5 Internet gaming disorder: Development and validation of a short psychometric scale. Computers in human behavior, 45, 137-143.",Internet Gaming Disorder,0.87,9,FALSE,TRUE,"Do you feel preoccupied with your gaming behavior? (Some examples: Do you think about previous gaming activity or anticipate the next gaming session? Do you think gaming has become the dominant activity in your daily life?); Do you feel more irritability, anxiety or even sadness when you try to either reduce or stop your gaming activity?; Do you feel the need to spend increasing amount of time engaged gaming in order to achieve satisfaction or pleasure? ; Do you systematically fail when trying to control or cease your gaming activity?; Have you lost interests in previous hobbies and other entertainment activities as a result of your engagement with the game?; Have you continued your gaming activity despite knowing it was causing problems between you and other people?; Have you deceived any of your family members, therapists or others because the amount of your gaming activity?; Do you play in order to temporarily escape or relieve a negative mood (e.g., helplessness, guilt, anxiety)?; Have you jeopardized or lost an important relationship, job or an educational or career opportunity because of your gaming activity?",5,"These questions will ask you about your gaming activity during the past year (i.e., last 12 months). By gaming activity we understand any gaming-related activity that has been played either from a computer/laptop or from a gaming console or any other kind of device (e.g., mobile phone, tablet, etc.) both online and/or offline.",,5.003,Psychology,FALSE,,
160,Boardley,2007,239,6/15/2021,Google Scholar,"Boardley, I. D., & Kavussanu, M. (2007). Development and validation of the moral disengagement in sport scale. Journal of Sport and Exercise Psychology, 29(5), 608-628.",Conduct Reconstrual,0.86,8,FALSE,TRUE,It is okay to be hostile to an opponent who has insulted your teammate/s. ; It is okay for players to lie to officials if it helps their team. ; Fouling an opponent is okay if it discourages him/her from injuring your teammates. ; Fighting is okay if it is done to protect a teammate. ; Injuring an opponent is a way of teaching him/her a lesson. ; Bending the rules is a way of evening things up. ; Acting aggressively is just a way of showing you are a tough opponent. ; Arguing with officials is a way of keeping them on their toes.,5,,,2.239,Psychology,FALSE,,
161,Boardley,2007,239,6/15/2021,Google Scholar,"Boardley, I. D., & Kavussanu, M. (2007). Development and validation of the moral disengagement in sport scale. Journal of Sport and Exercise Psychology, 29(5), 608-628.",Advantageous Comparison,0.81,4,FALSE,TRUE,"Mocking an opponent is not bad compared to injuring him/her. ; Compared to physical violence, verbally provoking an opponent is not that bad. ; Shouting at an opponent is okay as long as it does not end in violent conduct. ; Winding an opponent up is nothing compared to screaming abuse in his/her face.",5,,,2.239,Psychology,FALSE,,
162,Boardley,2007,239,6/15/2021,Google Scholar,"Boardley, I. D., & Kavussanu, M. (2007). Development and validation of the moral disengagement in sport scale. Journal of Sport and Exercise Psychology, 29(5), 608-628.",Nonresponsibility,0.81,8,FALSE,TRUE,"A player should not be blamed for using illegal tactics if everyone on the team is doing it. ; It is unfair to blame players who only play a small part in unsportsmanlike tactics used by their team. ; A team decision to use unsportsmanlike tactics is just that, and not the responsibility of any individual on the team. ; Players should not take responsibility for negative consequences of their actions if they are following team decisions. ; A player is not responsible for acting aggressively if this is encouraged by his/her parents. ; A player should not be blamed for injuring an opponent if the coach reinforces such behavior. ; If players are not disciplined for unsportsmanlike conduct they should not be blamed for behaving this way. ; A player should not be blamed for arguing with officials if he/she has seen the coach doing it.",5,,,2.239,Psychology,FALSE,,
163,Boardley,2007,239,6/15/2021,Google Scholar,"Boardley, I. D., & Kavussanu, M. (2007). Development and validation of the moral disengagement in sport scale. Journal of Sport and Exercise Psychology, 29(5), 608-628.",Distortion of consequences,0.86,4,FALSE,TRUE,Mocking an opponent does not really hurt him/her. ; Insults among players do not really hurt anyone. ; Aggressive language toward an opponent does not actually harm anyone. ; Teasing an opponent does not really hurt him/her.,5,,,2.239,Psychology,FALSE,,
164,Boardley,2007,239,6/15/2021,Google Scholar,"Boardley, I. D., & Kavussanu, M. (2007). Development and validation of the moral disengagement in sport scale. Journal of Sport and Exercise Psychology, 29(5), 608-628.",Dehumanization,0.81,4,FALSE,TRUE,Some opponents deserve to be treated like animals. ; It is okay to treat badly an opponent who behaves like an animal. ; If an opponent acts like an animal he/she deserves to be treated like one. ; If an opponent does not act humanly he/she should be made to suffer.,5,,,2.239,Psychology,FALSE,,
165,Boardley,2007,239,6/15/2021,Google Scholar,"Boardley, I. D., & Kavussanu, M. (2007). Development and validation of the moral disengagement in sport scale. Journal of Sport and Exercise Psychology, 29(5), 608-628.",Attribution of blame,0.73,4,FALSE,TRUE,"If a player is mocked by an opponent, it is the opponent’s fault if the player then tries to injure him/her. ; Players who get mistreated have usually done something to deserve it. ; If a player retaliates to something an opponent has done, it is the opponent’s fault. ; A player should not be held responsible if he/she retaliates when fouled.",5,,,2.239,Psychology,FALSE,,
166,Schat,2005,241,6/16/2021,Google Scholar,"Schat, A. C., Kelloway, E. K., & Desmarais, S. (2005). The Physical Health Questionnaire (PHQ): construct validation of a self-report scale of somatic symptoms. Journal of occupational health psychology, 10(4), 363.",Sleep Disturbance,0.83,4,FALSE,FALSE,How often have you had difficulty getting to sleep at night? ; How often have you woken up during the night? ; How often have you had nightmares or disturbing dreams? ; How often has your sleep been peaceful and undisturbed?,7,,,2.636,Biomedical,FALSE,,
167,Schat,2005,241,6/16/2021,Google Scholar,"Schat, A. C., Kelloway, E. K., & Desmarais, S. (2005). The Physical Health Questionnaire (PHQ): construct validation of a self-report scale of somatic symptoms. Journal of occupational health psychology, 10(4), 363.",Headaches,0.88,3,FALSE,FALSE,How often have you experienced headaches? ; How often did you get a headache when there was a lot of pressure on you to get things done? ; How often did you get a headache when you were frustrated because things were not going the way they should have or when you were annoyed at someone?,7,,,2.636,Biomedical,FALSE,,
168,Schat,2005,241,6/16/2021,Google Scholar,"Schat, A. C., Kelloway, E. K., & Desmarais, S. (2005). The Physical Health Questionnaire (PHQ): construct validation of a self-report scale of somatic symptoms. Journal of occupational health psychology, 10(4), 363.",Gastrointestinal,0.8,4,FALSE,FALSE,How often have you suffered from an upset stomach (indigestion)? ; How often did you have to watch that you ate carefully to avoid stomach upsets? ; How often did you feel nauseated (“sick to your stomach”)? ; How often were you constipated or did you suffer from diarrhea?,7,,,2.636,Biomedical,FALSE,,
169,Schat,2005,241,6/16/2021,Google Scholar,"Schat, A. C., Kelloway, E. K., & Desmarais, S. (2005). The Physical Health Questionnaire (PHQ): construct validation of a self-report scale of somatic symptoms. Journal of occupational health psychology, 10(4), 363.",Respiratory,0.66,3,FALSE,FALSE,"How many times have you had minor colds (that made you feel uncomfortable but didn’t keep you sick in bed or make you miss work)? ; How many times have you had respiratory infections more severe than minor colds that “laid you low” (such as bronchitis, sinusitis, etc.)? ; When you had a bad cold or flu, how long did it typically last?",7,,,2.636,Biomedical,FALSE,,
170,Tanwar,2015,88,6/16/2021,Google Scholar,"Tanwar, K., & Prasad, A. (2017). Employer brand scale development and validation: a second-order factor approach. Personnel Review.",Training and development,0.842,6,FALSE,TRUE,"my organisation provides us online training courses; my organisation organises various conferences, workshops and training programmes on regular basis ; my organisation offers opportunities to work on foreign projects; my organisation invests heavily in training and development of its employees; skill development is a continuous process in my organisation; my organisation communicates clear advancement path for its employees. 
",5,,,2.074,Work,FALSE,,
171,Tanwar,2015,88,6/16/2021,Google Scholar,"Tanwar, K., & Prasad, A. (2017). Employer brand scale development and validation: a second-order factor approach. Personnel Review.",Ethics and corporate social responsibility,0.718,4,FALSE,TRUE,"my organisation has fair attitude towards employees; employees are expected to follow all rules and regulations; humanitarian organisation gives back to the society; there is a confidential procedure to report misconduct at work.
",5,,,2.074,Work,FALSE,,
